Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp
4492,City,103,Trip Completed,14-07-2016 09:01:49,14-07-2016 10:05:11
5153,Airport,103,Trip Completed,14-07-2016 20:29:19,14-07-2016 21:38:20
6531,City,103,Trip Completed,15-07-2016 20:49:25,15-07-2016 21:27:36
521,City,104,Trip Completed,11/7/2016 9:48,11/7/2016 10:55
1850,City,104,Trip Completed,12/7/2016 9:45,12/7/2016 10:20
2851,Airport,104,Trip Completed,13-07-2016 05:31:53,13-07-2016 06:39:33
5380,Airport,104,Trip Completed,14-07-2016 23:50:28,15-07-2016 00:39:55
5917,Airport,104,Trip Completed,15-07-2016 10:04:16,15-07-2016 10:54:15
148,Airport,105,Trip Completed,11/7/2016 5:36,11/7/2016 6:46
1113,City,105,Trip Completed,11/7/2016 20:18,11/7/2016 20:55
1758,Airport,105,Trip Completed,12/7/2016 8:44,12/7/2016 9:19
2395,Airport,105,Trip Completed,12/7/2016 19:55,12/7/2016 20:50
2708,Airport,105,Trip Completed,13-07-2016 01:22:32,13-07-2016 02:35:10
2995,City,105,Trip Completed,13-07-2016 07:07:32,13-07-2016 08:08:45
3993,City,105,Trip Completed,13-07-2016 23:31:47,14-07-2016 00:14:14
4724,City,105,Trip Completed,14-07-2016 13:52:36,14-07-2016 14:29:40
5144,Airport,105,Trip Completed,14-07-2016 20:21:02,14-07-2016 21:16:51
5572,City,105,Trip Completed,15-07-2016 05:46:37,15-07-2016 06:40:01
5740,Airport,105,Trip Completed,15-07-2016 07:50:35,15-07-2016 08:58:39
5938,City,105,Trip Completed,15-07-2016 10:16:24,15-07-2016 11:06:42
6299,City,105,Trip Completed,15-07-2016 18:25:54,15-07-2016 19:07:36
6695,Airport,105,Trip Completed,15-07-2016 22:45:03,16-07-2016 00:02:06
507,Airport,106,Trip Completed,11/7/2016 9:40,11/7/2016 10:38
1135,Airport,106,Trip Completed,11/7/2016 20:37,11/7/2016 21:29
1479,City,106,Trip Completed,12/7/2016 5:16,12/7/2016 5:58
3275,City,106,Trip Completed,13-07-2016 10:39:32,13-07-2016 11:39:21
4078,City,106,Trip Completed,14-07-2016 02:10:33,14-07-2016 03:05:32
4176,Airport,106,Trip Completed,14-07-2016 05:18:01,14-07-2016 06:01:38
4776,City,106,Trip Completed,14-07-2016 16:16:30,14-07-2016 17:31:10
4899,Airport,106,Trip Completed,14-07-2016 18:02:51,14-07-2016 19:01:55
35,City,107,Trip Completed,11/7/2016 2:36,11/7/2016 3:03
161,Airport,107,Trip Completed,11/7/2016 5:36,11/7/2016 6:10
831,Airport,107,Trip Completed,11/7/2016 17:30,11/7/2016 18:19
1080,Airport,107,Trip Completed,11/7/2016 19:59,11/7/2016 20:38
2496,City,107,Trip Completed,12/7/2016 20:53,12/7/2016 21:33
3141,City,107,Trip Completed,13-07-2016 08:58:47,13-07-2016 09:28:32
3297,City,107,Trip Completed,13-07-2016 11:37:32,13-07-2016 12:14:07
3602,Airport,107,Trip Completed,13-07-2016 18:40:02,13-07-2016 19:13:36
4150,City,107,Trip Completed,14-07-2016 04:51:03,14-07-2016 05:50:07
4361,City,107,Trip Completed,14-07-2016 07:29:29,14-07-2016 08:28:35
4642,City,107,Trip Completed,14-07-2016 11:44:26,14-07-2016 12:41:11
4752,City,107,Trip Completed,14-07-2016 15:19:35,14-07-2016 16:11:37
4849,City,107,Trip Completed,14-07-2016 17:39:27,14-07-2016 18:44:26
6199,City,107,Trip Completed,15-07-2016 17:25:23,15-07-2016 18:19:03
241,City,108,Trip Completed,11/7/2016 6:31,11/7/2016 7:17
1339,Airport,108,Trip Completed,11/7/2016 23:25,12/7/2016 0:32
1454,City,108,Trip Completed,12/7/2016 4:54,12/7/2016 6:07
4342,City,108,Trip Completed,14-07-2016 07:17:09,14-07-2016 08:15:45
6766,City,108,Trip Completed,15-07-2016 00:06:56,15-07-2016 01:10:34
6213,City,108,Trip Completed,15-07-2016 17:30:09,15-07-2016 18:32:51
41,City,109,Trip Completed,11/7/2016 2:47,11/7/2016 3:23
279,Airport,109,Trip Completed,11/7/2016 6:58,11/7/2016 7:47
952,City,109,Trip Completed,11/7/2016 18:39,11/7/2016 19:19
1200,Airport,109,Trip Completed,11/7/2016 21:13,11/7/2016 22:29
1775,City,109,Trip Completed,12/7/2016 8:57,12/7/2016 9:52
1953,Airport,109,Trip Completed,12/7/2016 11:38,12/7/2016 12:41
3270,City,109,Trip Completed,13-07-2016 10:28:01,13-07-2016 11:04:59
3497,Airport,109,Trip Completed,13-07-2016 17:32:20,13-07-2016 18:27:42
3897,Airport,109,Trip Completed,13-07-2016 22:00:50,13-07-2016 22:37:59
4601,City,109,Trip Completed,14-07-2016 10:13:30,14-07-2016 10:52:16
4621,Airport,109,Trip Completed,14-07-2016 11:02:21,14-07-2016 11:46:14
5061,City,109,Trip Completed,14-07-2016 19:29:16,14-07-2016 20:13:18
5359,City,109,Trip Completed,14-07-2016 23:21:57,15-07-2016 00:24:00
6179,Airport,109,Trip Completed,15-07-2016 16:53:17,15-07-2016 18:08:57
469,Airport,110,Trip Completed,11/7/2016 9:24,11/7/2016 10:04
914,City,110,Trip Completed,11/7/2016 18:17,11/7/2016 18:58
1386,Airport,110,Trip Completed,12/7/2016 1:30,12/7/2016 2:42
1935,City,110,Trip Completed,12/7/2016 11:16,12/7/2016 12:17
3243,Airport,110,Trip Completed,13-07-2016 10:03:58,13-07-2016 10:46:44
3449,City,110,Trip Completed,13-07-2016 16:52:29,13-07-2016 17:21:31
4500,City,110,Trip Completed,14-07-2016 09:04:43,14-07-2016 10:09:11
5328,Airport,110,Trip Completed,14-07-2016 22:10:37,14-07-2016 22:51:25
5576,City,110,Trip Completed,15-07-2016 05:53:20,15-07-2016 06:25:29
6112,Airport,110,Trip Completed,15-07-2016 15:06:46,15-07-2016 16:12:22
6438,Airport,110,Trip Completed,15-07-2016 19:54:08,15-07-2016 20:36:23
707,Airport,111,Trip Completed,11/7/2016 14:17,11/7/2016 14:55
1136,Airport,111,Trip Completed,11/7/2016 20:32,11/7/2016 21:20
2961,Airport,111,Trip Completed,13-07-2016 06:48:57,13-07-2016 07:47:08
3428,City,111,Trip Completed,13-07-2016 15:55:17,13-07-2016 16:45:19
4045,Airport,111,Trip Completed,14-07-2016 00:56:22,14-07-2016 01:22:47
5399,City,111,Trip Completed,15-07-2016 00:58:19,15-07-2016 02:16:07
5730,City,111,Trip Completed,15-07-2016 07:50:12,15-07-2016 08:45:09
180,Airport,112,Trip Completed,11/7/2016 5:48,11/7/2016 6:28
1694,City,112,Trip Completed,12/7/2016 7:54,12/7/2016 8:48
2294,City,112,Trip Completed,12/7/2016 18:47,12/7/2016 19:49
3630,City,112,Trip Completed,13-07-2016 18:59:56,13-07-2016 19:59:30
3978,City,112,Trip Completed,13-07-2016 23:18:14,13-07-2016 23:46:18
4426,City,112,Trip Completed,14-07-2016 08:21:49,14-07-2016 09:08:49
5115,Airport,112,Trip Completed,14-07-2016 20:03:46,14-07-2016 21:08:12
5558,Airport,112,Trip Completed,15-07-2016 05:32:12,15-07-2016 06:05:55
5827,Airport,112,Trip Completed,15-07-2016 08:52:58,15-07-2016 09:29:41
6063,Airport,112,Trip Completed,15-07-2016 13:48:53,15-07-2016 14:19:12
6691,Airport,112,Trip Completed,15-07-2016 22:47:31,16-07-2016 00:01:05
170,City,113,Trip Completed,11/7/2016 5:45,11/7/2016 6:39
1326,Airport,113,Trip Completed,11/7/2016 23:06,12/7/2016 0:07
1476,City,113,Trip Completed,12/7/2016 5:16,12/7/2016 6:04
2937,Airport,113,Trip Completed,13-07-2016 06:27:11,13-07-2016 07:15:24
3973,City,113,Trip Completed,13-07-2016 22:58:36,13-07-2016 23:51:51
4644,City,113,Trip Completed,14-07-2016 11:47:32,14-07-2016 12:20:33
5086,Airport,113,Trip Completed,14-07-2016 19:41:45,14-07-2016 21:02:52
6572,Airport,113,Trip Completed,15-07-2016 21:11:01,15-07-2016 22:02:20
6755,Airport,113,Trip Completed,15-07-2016 23:57:32,16-07-2016 01:09:24
1483,City,114,Trip Completed,12/7/2016 5:22,12/7/2016 6:22
1844,City,114,Trip Completed,12/7/2016 9:40,12/7/2016 10:11
2120,Airport,114,Trip Completed,12/7/2016 16:44,12/7/2016 17:33
2411,City,114,Trip Completed,12/7/2016 20:04,12/7/2016 20:40
2903,Airport,114,Trip Completed,13-07-2016 06:00:19,13-07-2016 06:40:37
3289,City,114,Trip Completed,13-07-2016 11:06:44,13-07-2016 11:51:09
3859,Airport,114,Trip Completed,13-07-2016 21:38:18,13-07-2016 22:28:35
4313,City,114,Trip Completed,14-07-2016 06:49:43,14-07-2016 07:44:15
5325,City,114,Trip Completed,14-07-2016 22:11:41,14-07-2016 23:12:36
5906,City,114,Trip Completed,15-07-2016 09:56:43,15-07-2016 10:29:00
6049,City,114,Trip Completed,15-07-2016 13:27:33,15-07-2016 14:32:29
664,Airport,115,Trip Completed,11/7/2016 12:58,11/7/2016 14:07
750,City,115,Trip Completed,11/7/2016 15:52,11/7/2016 16:27
1950,City,115,Trip Completed,12/7/2016 11:33,12/7/2016 12:04
2989,Airport,115,Trip Completed,13-07-2016 07:08:16,13-07-2016 07:42:11
3266,Airport,115,Trip Completed,13-07-2016 10:27:47,13-07-2016 11:19:30
4358,Airport,115,Trip Completed,14-07-2016 07:25:12,14-07-2016 08:08:40
4720,Airport,115,Trip Completed,14-07-2016 13:48:48,14-07-2016 14:41:09
5019,City,115,Trip Completed,14-07-2016 19:07:33,14-07-2016 19:59:54
5925,City,115,Trip Completed,15-07-2016 10:08:04,15-07-2016 10:32:39
112,Airport,116,Trip Completed,11/7/2016 5:01,11/7/2016 6:04
213,City,116,Trip Completed,11/7/2016 6:15,11/7/2016 6:57
1818,Airport,116,Trip Completed,12/7/2016 9:29,12/7/2016 10:38
2018,Airport,116,Trip Completed,12/7/2016 13:39,12/7/2016 14:19
3231,Airport,116,Trip Completed,13-07-2016 09:57:52,13-07-2016 10:48:18
3378,Airport,116,Trip Completed,13-07-2016 14:19:59,13-07-2016 14:58:52
3896,City,116,Trip Completed,13-07-2016 21:55:01,13-07-2016 22:54:33
4828,City,116,Trip Completed,14-07-2016 17:26:14,14-07-2016 17:59:47
5944,City,116,Trip Completed,15-07-2016 10:23:18,15-07-2016 11:33:59
6245,Airport,116,Trip Completed,15-07-2016 17:58:28,15-07-2016 18:57:00
3957,City,117,Trip Completed,13-07-2016 22:42:16,13-07-2016 23:43:32
4066,Airport,117,Trip Completed,14-07-2016 01:56:01,14-07-2016 03:07:14
4691,City,117,Trip Completed,14-07-2016 13:01:57,14-07-2016 13:54:26
6153,Airport,117,Trip Completed,15-07-2016 16:23:13,15-07-2016 17:33:03
260,City,118,Trip Completed,11/7/2016 6:45,11/7/2016 7:54
1077,Airport,118,Trip Completed,11/7/2016 19:55,11/7/2016 20:44
1316,City,118,Trip Completed,11/7/2016 22:54,11/7/2016 23:45
1754,City,118,Trip Completed,12/7/2016 8:42,12/7/2016 9:39
2086,City,118,Trip Completed,12/7/2016 15:44,12/7/2016 16:30
3044,Airport,118,Trip Completed,13-07-2016 07:38:41,13-07-2016 08:19:23
3295,City,118,Trip Completed,13-07-2016 11:32:01,13-07-2016 12:15:03
3347,Airport,118,Trip Completed,13-07-2016 12:58:15,13-07-2016 13:54:49
3801,Airport,118,Trip Completed,13-07-2016 20:59:37,13-07-2016 21:37:51
4249,City,118,Trip Completed,14-07-2016 06:03:18,14-07-2016 06:57:26
5096,Airport,118,Trip Completed,14-07-2016 19:52:09,14-07-2016 20:49:12
5892,City,118,Trip Completed,15-07-2016 09:48:14,15-07-2016 10:46:16
6281,Airport,118,Trip Completed,15-07-2016 18:16:59,15-07-2016 19:23:29
6497,City,118,Trip Completed,15-07-2016 20:29:43,15-07-2016 21:15:32
13,City,119,Trip Completed,11/7/2016 1:08,11/7/2016 1:58
1907,City,119,Trip Completed,12/7/2016 10:36,12/7/2016 11:53
3074,City,119,Trip Completed,13-07-2016 08:03:34,13-07-2016 09:11:31
3441,City,119,Trip Completed,13-07-2016 16:27:50,13-07-2016 17:43:04
3651,City,119,Trip Completed,13-07-2016 19:13:47,13-07-2016 20:21:51
4093,City,119,Trip Completed,14-07-2016 03:06:29,14-07-2016 04:03:44
4339,City,119,Trip Completed,14-07-2016 07:13:49,14-07-2016 07:50:21
4753,City,119,Trip Completed,14-07-2016 15:18:12,14-07-2016 16:23:40
5933,City,119,Trip Completed,15-07-2016 10:12:18,15-07-2016 11:01:40
1184,City,120,Trip Completed,11/7/2016 21:01,11/7/2016 22:11
1402,Airport,120,Trip Completed,12/7/2016 2:48,12/7/2016 3:48
1597,City,120,Trip Completed,12/7/2016 6:40,12/7/2016 7:42
2702,City,120,Trip Completed,13-07-2016 01:12:24,13-07-2016 02:20:13
2996,City,120,Trip Completed,13-07-2016 07:13:58,13-07-2016 08:10:12
4857,Airport,120,Trip Completed,14-07-2016 17:34:19,14-07-2016 18:25:16
6661,City,120,Trip Completed,15-07-2016 22:20:23,15-07-2016 23:21:03
134,Airport,121,Trip Completed,11/7/2016 5:13,11/7/2016 6:14
598,City,121,Trip Completed,11/7/2016 11:36,11/7/2016 12:17
726,Airport,121,Trip Completed,11/7/2016 15:00,11/7/2016 16:03
832,Airport,121,Trip Completed,11/7/2016 17:38,11/7/2016 18:16
2065,City,121,Trip Completed,12/7/2016 15:06,12/7/2016 16:10
2701,Airport,121,Trip Completed,13-07-2016 01:04:42,13-07-2016 01:52:45
3429,City,121,Trip Completed,13-07-2016 15:59:29,13-07-2016 16:58:03
3645,City,121,Trip Completed,13-07-2016 19:07:39,13-07-2016 20:00:18
4958,City,121,Trip Completed,14-07-2016 18:36:12,14-07-2016 19:46:51
5474,City,121,Trip Completed,15-07-2016 04:45:24,15-07-2016 05:52:14
6088,City,121,Trip Completed,15-07-2016 14:29:35,15-07-2016 15:24:34
6714,Airport,121,Trip Completed,15-07-2016 23:12:34,16-07-2016 00:04:20
1024,Airport,122,Trip Completed,11/7/2016 19:20,11/7/2016 20:20
1452,City,122,Trip Completed,12/7/2016 4:52,12/7/2016 5:41
2507,City,122,Trip Completed,12/7/2016 21:05,12/7/2016 21:30
3052,Airport,122,Trip Completed,13-07-2016 07:43:26,13-07-2016 08:53:01
4702,Airport,122,Trip Completed,14-07-2016 13:13:14,14-07-2016 13:43:14
4830,Airport,122,Trip Completed,14-07-2016 17:23:33,14-07-2016 18:36:07
5920,Airport,122,Trip Completed,15-07-2016 10:06:21,15-07-2016 10:41:40
533,Airport,123,Trip Completed,11/7/2016 9:55,11/7/2016 10:58
1368,City,123,Trip Completed,12/7/2016 0:07,12/7/2016 0:50
2499,Airport,123,Trip Completed,12/7/2016 20:55,12/7/2016 22:03
2962,City,123,Trip Completed,13-07-2016 06:47:53,13-07-2016 07:58:34
3617,Airport,123,Trip Completed,13-07-2016 18:55:13,13-07-2016 20:07:29
5370,City,123,Trip Completed,14-07-2016 23:43:29,15-07-2016 00:33:38
47,City,124,Trip Completed,11/7/2016 3:22,11/7/2016 4:35
270,City,124,Trip Completed,11/7/2016 6:54,11/7/2016 7:50
1007,City,124,Trip Completed,11/7/2016 19:14,11/7/2016 19:46
2372,City,124,Trip Completed,12/7/2016 19:35,12/7/2016 20:13
3584,Airport,124,Trip Completed,13-07-2016 18:29:45,13-07-2016 19:37:39
4645,Airport,124,Trip Completed,14-07-2016 11:45:40,14-07-2016 12:52:26
5219,City,124,Trip Completed,14-07-2016 21:00:35,14-07-2016 22:05:19
5559,Airport,124,Trip Completed,15-07-2016 05:39:41,15-07-2016 06:52:07
631,Airport,125,Trip Completed,11/7/2016 12:19,11/7/2016 13:28
775,City,125,Trip Completed,11/7/2016 16:29,11/7/2016 17:35
1006,Airport,125,Trip Completed,11/7/2016 19:08,11/7/2016 19:40
1995,City,125,Trip Completed,12/7/2016 12:51,12/7/2016 14:01
2248,City,125,Trip Completed,12/7/2016 18:23,12/7/2016 19:01
2540,Airport,125,Trip Completed,12/7/2016 21:15,12/7/2016 22:01
3037,Airport,125,Trip Completed,13-07-2016 07:33:22,13-07-2016 08:27:04
3419,Airport,125,Trip Completed,13-07-2016 15:42:30,13-07-2016 16:10:35
3987,City,125,Trip Completed,13-07-2016 23:18:16,13-07-2016 23:57:04
4458,City,125,Trip Completed,14-07-2016 08:38:20,14-07-2016 09:44:43
4987,Airport,125,Trip Completed,14-07-2016 18:46:09,14-07-2016 19:52:35
5868,City,125,Trip Completed,15-07-2016 09:16:06,15-07-2016 10:34:41
6413,Airport,125,Trip Completed,15-07-2016 19:40:26,15-07-2016 20:18:14
6533,City,125,Trip Completed,15-07-2016 20:52:48,15-07-2016 21:25:25
90,Airport,126,Trip Completed,11/7/2016 4:53,11/7/2016 5:34
532,City,126,Trip Completed,11/7/2016 9:53,11/7/2016 11:11
1110,City,126,Trip Completed,11/7/2016 20:17,11/7/2016 21:30
1759,Airport,126,Trip Completed,12/7/2016 8:46,12/7/2016 9:56
2147,City,126,Trip Completed,12/7/2016 17:21,12/7/2016 18:27
3254,Airport,126,Trip Completed,13-07-2016 10:11:48,13-07-2016 11:06:30
3381,Airport,126,Trip Completed,13-07-2016 14:25:14,13-07-2016 15:15:11
3656,City,126,Trip Completed,13-07-2016 19:11:20,13-07-2016 20:32:31
3948,Airport,126,Trip Completed,13-07-2016 22:37:48,13-07-2016 23:13:03
4520,City,126,Trip Completed,14-07-2016 09:23:37,14-07-2016 10:19:52
4723,Airport,126,Trip Completed,14-07-2016 13:50:06,14-07-2016 14:36:31
5176,City,126,Trip Completed,14-07-2016 20:37:58,14-07-2016 21:38:02
6338,City,126,Trip Completed,15-07-2016 18:46:41,15-07-2016 19:52:54
6557,Airport,126,Trip Completed,15-07-2016 21:00:35,15-07-2016 21:40:52
504,City,127,Trip Completed,11/7/2016 9:40,11/7/2016 10:48
640,Airport,127,Trip Completed,11/7/2016 12:27,11/7/2016 13:39
1206,City,127,Trip Completed,11/7/2016 21:24,11/7/2016 22:14
1851,Airport,127,Trip Completed,12/7/2016 9:48,12/7/2016 10:58
2412,Airport,127,Trip Completed,12/7/2016 19:59,12/7/2016 20:58
3300,Airport,127,Trip Completed,13-07-2016 11:42:51,13-07-2016 12:50:23
3648,City,127,Trip Completed,13-07-2016 19:13:25,13-07-2016 19:58:54
6020,City,127,Trip Completed,15-07-2016 12:46:16,15-07-2016 13:25:19
6682,City,127,Trip Completed,15-07-2016 22:35:23,15-07-2016 23:03:53
878,City,128,Trip Completed,11/7/2016 18:09,11/7/2016 18:49
1014,Airport,128,Trip Completed,11/7/2016 19:14,11/7/2016 20:06
1628,Airport,128,Trip Completed,12/7/2016 7:05,12/7/2016 8:17
2416,City,128,Trip Completed,12/7/2016 20:06,12/7/2016 21:09
2974,Airport,128,Trip Completed,13-07-2016 06:46:54,13-07-2016 08:04:32
3273,Airport,128,Trip Completed,13-07-2016 10:38:37,13-07-2016 11:15:05
4210,City,128,Trip Completed,14-07-2016 05:38:07,14-07-2016 06:44:04
4454,City,128,Trip Completed,14-07-2016 08:32:04,14-07-2016 09:21:26
4732,Airport,128,Trip Completed,14-07-2016 14:13:45,14-07-2016 15:12:03
5024,City,128,Trip Completed,14-07-2016 19:09:39,14-07-2016 20:20:11
5799,Airport,128,Trip Completed,15-07-2016 08:41:47,15-07-2016 09:11:50
6676,Airport,128,Trip Completed,15-07-2016 22:25:17,15-07-2016 23:43:26
343,City,129,Trip Completed,11/7/2016 7:57,11/7/2016 8:55
1002,Airport,129,Trip Completed,11/7/2016 19:14,11/7/2016 20:01
1571,Airport,129,Trip Completed,12/7/2016 6:28,12/7/2016 7:41
1954,Airport,129,Trip Completed,12/7/2016 11:43,12/7/2016 12:08
3436,Airport,129,Trip Completed,13-07-2016 16:11:34,13-07-2016 17:07:29
5193,Airport,129,Trip Completed,14-07-2016 20:45:13,14-07-2016 21:30:32
5555,City,129,Trip Completed,15-07-2016 05:44:27,15-07-2016 06:28:13
5674,Airport,129,Trip Completed,15-07-2016 07:06:23,15-07-2016 07:47:08
6596,City,129,Trip Completed,15-07-2016 21:33:21,15-07-2016 22:22:03
123,City,130,Trip Completed,11/7/2016 5:12,11/7/2016 6:14
479,Airport,130,Trip Completed,11/7/2016 9:27,11/7/2016 10:44
657,City,130,Trip Completed,11/7/2016 12:55,11/7/2016 13:46
975,Airport,130,Trip Completed,11/7/2016 18:54,11/7/2016 20:05
1307,Airport,130,Trip Completed,11/7/2016 22:42,11/7/2016 23:07
1672,City,130,Trip Completed,12/7/2016 7:37,12/7/2016 8:13
1942,Airport,130,Trip Completed,12/7/2016 11:26,12/7/2016 12:27
3382,City,130,Trip Completed,13-07-2016 14:24:58,13-07-2016 15:19:21
4284,Airport,130,Trip Completed,14-07-2016 06:33:45,14-07-2016 07:10:54
6734,Airport,130,Trip Completed,15-07-2016 23:37:11,16-07-2016 00:25:19
281,City,131,Trip Completed,11/7/2016 7:01,11/7/2016 8:10
1902,City,131,Trip Completed,12/7/2016 10:34,12/7/2016 11:46
2691,Airport,131,Trip Completed,13-07-2016 00:44:02,13-07-2016 01:41:13
4430,City,131,Trip Completed,14-07-2016 08:21:08,14-07-2016 08:58:13
4779,City,131,Trip Completed,14-07-2016 16:31:49,14-07-2016 16:59:30
5097,City,131,Trip Completed,14-07-2016 19:52:18,14-07-2016 20:49:31
405,City,132,Trip Completed,11/7/2016 8:29,11/7/2016 9:35
585,City,132,Trip Completed,11/7/2016 11:16,11/7/2016 11:57
729,Airport,132,Trip Completed,11/7/2016 15:14,11/7/2016 15:50
1046,Airport,132,Trip Completed,11/7/2016 19:31,11/7/2016 20:12
1663,Airport,132,Trip Completed,12/7/2016 7:33,12/7/2016 8:21
4027,City,132,Trip Completed,13-07-2016 00:07:58,13-07-2016 01:25:16
2876,City,132,Trip Completed,13-07-2016 05:49:57,13-07-2016 06:27:39
3767,Airport,132,Trip Completed,13-07-2016 20:35:07,13-07-2016 21:09:11
5948,City,132,Trip Completed,15-07-2016 10:36:47,15-07-2016 11:36:14
6027,Airport,132,Trip Completed,15-07-2016 12:46:48,15-07-2016 13:36:00
701,City,133,Trip Completed,11/7/2016 14:01,11/7/2016 15:00
1529,City,133,Trip Completed,12/7/2016 5:56,12/7/2016 6:49
2060,Airport,133,Trip Completed,12/7/2016 15:04,12/7/2016 15:37
2262,City,133,Trip Completed,12/7/2016 18:30,12/7/2016 18:59
4425,City,133,Trip Completed,14-07-2016 08:24:55,14-07-2016 08:58:52
4710,City,133,Trip Completed,14-07-2016 13:26:42,14-07-2016 13:58:09
5732,Airport,133,Trip Completed,15-07-2016 07:47:52,15-07-2016 08:21:15
142,City,134,Trip Completed,11/7/2016 5:25,11/7/2016 6:19
430,City,134,Trip Completed,11/7/2016 8:49,11/7/2016 9:47
612,Airport,134,Trip Completed,11/7/2016 11:47,11/7/2016 12:37
927,Airport,134,Trip Completed,11/7/2016 18:22,11/7/2016 18:59
1010,City,134,Trip Completed,11/7/2016 19:14,11/7/2016 20:09
1845,Airport,134,Trip Completed,12/7/2016 9:41,12/7/2016 10:52
2234,Airport,134,Trip Completed,12/7/2016 18:19,12/7/2016 19:03
2633,Airport,134,Trip Completed,12/7/2016 22:18,12/7/2016 23:06
4012,Airport,134,Trip Completed,13-07-2016 23:54:19,14-07-2016 00:37:22
5039,City,134,Trip Completed,14-07-2016 19:20:34,14-07-2016 19:53:53
6760,Airport,134,Trip Completed,15-07-2016 00:03:52,15-07-2016 00:47:44
5681,City,134,Trip Completed,15-07-2016 07:17:21,15-07-2016 07:48:28
6253,Airport,134,Trip Completed,15-07-2016 18:01:55,15-07-2016 18:57:17
6558,Airport,134,Trip Completed,15-07-2016 21:05:27,15-07-2016 22:05:47
565,City,135,Trip Completed,11/7/2016 10:19,11/7/2016 11:26
599,Airport,135,Trip Completed,11/7/2016 11:38,11/7/2016 12:45
1772,Airport,135,Trip Completed,12/7/2016 8:54,12/7/2016 9:32
3357,Airport,135,Trip Completed,13-07-2016 13:27:44,13-07-2016 14:15:43
4408,City,135,Trip Completed,14-07-2016 08:02:46,14-07-2016 08:40:21
1363,Airport,136,Trip Completed,11/7/2016 0:00,11/7/2016 1:11
625,Airport,136,Trip Completed,11/7/2016 12:05,11/7/2016 13:15
1636,Airport,136,Trip Completed,12/7/2016 7:17,12/7/2016 7:47
2253,Airport,136,Trip Completed,12/7/2016 18:22,12/7/2016 19:31
3471,Airport,136,Trip Completed,13-07-2016 17:13:14,13-07-2016 18:22:53
4402,City,136,Trip Completed,14-07-2016 08:04:44,14-07-2016 09:10:17
458,Airport,137,Trip Completed,11/7/2016 9:12,11/7/2016 10:24
681,City,137,Trip Completed,11/7/2016 13:32,11/7/2016 14:18
1084,Airport,137,Trip Completed,11/7/2016 19:59,11/7/2016 20:33
1896,Airport,137,Trip Completed,12/7/2016 10:23,12/7/2016 11:25
3132,Airport,137,Trip Completed,13-07-2016 08:43:36,13-07-2016 09:54:19
3940,City,137,Trip Completed,13-07-2016 22:23:42,13-07-2016 23:09:05
4943,Airport,137,Trip Completed,14-07-2016 18:27:08,14-07-2016 19:22:11
5537,Airport,137,Trip Completed,15-07-2016 05:28:13,15-07-2016 05:55:18
6310,City,137,Trip Completed,15-07-2016 18:25:32,15-07-2016 19:01:48
6587,Airport,137,Trip Completed,15-07-2016 21:24:21,15-07-2016 22:03:39
6756,City,137,Trip Completed,15-07-2016 23:57:25,16-07-2016 00:51:09
97,City,138,Trip Completed,11/7/2016 5:01,11/7/2016 5:39
1266,Airport,138,Trip Completed,11/7/2016 22:00,11/7/2016 22:55
2118,Airport,138,Trip Completed,12/7/2016 16:41,12/7/2016 17:49
2906,Airport,138,Trip Completed,13-07-2016 06:09:40,13-07-2016 07:16:02
3432,Airport,138,Trip Completed,13-07-2016 16:07:50,13-07-2016 17:02:17
5921,City,138,Trip Completed,15-07-2016 10:04:07,15-07-2016 10:42:07
6192,Airport,138,Trip Completed,15-07-2016 17:12:21,15-07-2016 18:20:41
6705,Airport,138,Trip Completed,15-07-2016 22:57:10,16-07-2016 00:09:36
242,Airport,139,Trip Completed,11/7/2016 6:31,11/7/2016 7:21
1359,City,139,Trip Completed,11/7/2016 23:51,12/7/2016 0:50
1865,Airport,139,Trip Completed,12/7/2016 9:50,12/7/2016 10:58
2024,Airport,139,Trip Completed,12/7/2016 13:55,12/7/2016 14:32
2768,Airport,139,Trip Completed,13-07-2016 04:17:53,13-07-2016 04:45:45
3067,City,139,Trip Completed,13-07-2016 07:59:39,13-07-2016 09:01:06
3316,Airport,139,Trip Completed,13-07-2016 12:02:32,13-07-2016 13:02:04
4084,Airport,139,Trip Completed,14-07-2016 02:44:19,14-07-2016 03:44:02
4858,City,139,Trip Completed,14-07-2016 17:33:22,14-07-2016 18:12:23
5566,Airport,139,Trip Completed,15-07-2016 05:43:35,15-07-2016 06:59:52
6384,Airport,139,Trip Completed,15-07-2016 19:21:28,15-07-2016 20:26:09
2001,Airport,140,Trip Completed,12/7/2016 13:01,12/7/2016 14:00
3483,City,140,Trip Completed,13-07-2016 17:23:24,13-07-2016 18:36:41
3990,Airport,140,Trip Completed,13-07-2016 23:20:17,13-07-2016 23:50:57
4531,City,140,Trip Completed,14-07-2016 09:29:03,14-07-2016 10:30:52
5518,City,140,Trip Completed,15-07-2016 05:15:31,15-07-2016 06:16:58
5869,City,140,Trip Completed,15-07-2016 09:22:44,15-07-2016 10:11:52
60,City,141,Trip Completed,11/7/2016 3:57,11/7/2016 4:46
282,City,141,Trip Completed,11/7/2016 6:56,11/7/2016 8:11
1614,Airport,141,Trip Completed,12/7/2016 6:55,12/7/2016 7:30
2331,Airport,141,Trip Completed,12/7/2016 19:13,12/7/2016 20:28
2825,Airport,141,Trip Completed,13-07-2016 05:14:11,13-07-2016 05:51:59
